№ п/п,раздел товара,группа товара,подкаталог,наименование,наименование короткое ,бренд,артикул,цена,короткое описание,объем,вес,количество,запах,кожа,цвет rgb, теги для поиска,Описание:,Состав:,Упаковка:,Способ применения:,С этим средством используют:,"Это средство необходимо для людей, у которых:",Это полезно знать:
,,,,* Кондиционер для восстановления цвета волос,,SATINIQUE™,110671,"299,81",Кондиционер д/цвета,280 мл,,,,,,,"Кондиционер для восстановления волос содержит запатентованный комплекс веществ растительного происхождения, способствующих интенсивному восстановлению волос и сохранению цвета максимально долго. Обеспечивает достаточное увлажнение и одновременно восстанавливает кутикулу волос, возвращает к жизни сухие тусклые волосы. Препятствует возникновению секущихся кончиков, придает волосам мягкость и шелковистость. Средство идеально для ухода за поврежденными и окрашенными волосами. Не вымывает цвет красок для волос, легко смывается. Пригоден для ежедневного использования. Протестирован дерматологами, не вызывает аллергических реакций.
Концентрированная формула, экономный расход.
","экстракт граната, экстракт виноградных косточек, креатин, липиды 18-MEA, другие компоненты, защищенные патентом. Не содержит сульфатов.",бутылка объемом 280 мл с крышкой-дозатором,"использовать после мытья волос шампунем. Нанести кондиционер на волосы, равномерно распределить его по всей длине волос, затем смыть водой.","SATINIQUE™ Шампунь для восстановления цвета волос 750 мл (110663), SATINIQUE™ Восстанавливающая маска для волос 240 мл (119593)",,
,,,,* Кондиционер против выпадения волос,,SATINIQUE™,116823,"299,81",Кондиционер от выпадения,280 мл,,,,,,,"Кондиционер против выпадения волос содержит запатентованный комплекс веществ растительного происхождения, которые придают ломким, тонким и склонным к выпадению волосам жизненную силу и энергию. Наилучший эффект достигается при одновременном нанесении средства и массажировании кожи головы. Кондиционер восстанавливает естественное здоровое состояние волос, помогает отшелушивать отмершие клетки кожи головы, уменьшает выпадение, придает волосам густоту и здоровый блеск. Протестирован дерматологами, не вызывает аллергических реакций.
Концентрированная формула, экономный расход.
","экстракт женьшеня, экстракт эклипты белой и листьев шелковицы, креатин, липиды 18-MEA, другие компоненты, защищенные патентом. Не содержит сульфатов.",бутылка объемом 280 мл с крышкой-дозатором,"использовать после мытья волос шампунем. Нанести кондиционер на волосы, равномерно распределить его по всей длине волос, затем смыть водой.",SATINIQUE™ Шампунь против выпадения волос (110659),,
,,,,* Увлажняющий кондиционер для разглаживания волос,,SATINIQUE™,110665,"610,83",Кондиционер д/разглаж..,750 мл,,,,,,,"Увлажняющий кондиционер для разглаживания волос содержит запатентованный комплекс веществ растительного происхождения, которые придают сухим, тусклым и непослушным волосам роскошную гладкость и эластичность, шелк и блеск. 
Кондиционер восстанавливает жизненно необходимую влагу после первого же использования, укрощает даже вьющиеся волосы. Успокаивает, увлажняет, защищает и делает волосы мягкими. Рекомендуется использовать в комплексе с шампунем для разглаживания волос и бальзамом для выравнивания волос. Идеально подходит для ежедневного использования. Протестирован дерматологами, не вызывает аллергических реакций.
Концентрированная формула, экономный расход.
","масло семян кукуйа, провитамин В5, креатин, липиды 18-MEA, другие компоненты, защищенные патентом. Не содержит сульфатов.",бутылка объемом 750 мл с крышкой-дозатором,"использовать после мытья волос шампунем. Нанести кондиционер на волосы, равномерно распределить его по всей длине волос, затем смыть водой.","SATINIQUE™ Увлажняющий шампунь для разглаживания волос 750 мл (110656), SATINIQUE™ Бальзам для выравнивания волос (110676)",,
,,,,* Увлажняющий кондиционер для разглаживания волос,,SATINIQUE™,110664,"268,19",Кондиционер д/разглаж..,280 мл,,,,,,,"Увлажняющий кондиционер для разглаживания волос содержит запатентованный комплекс веществ растительного происхождения, которые придают сухим, тусклым и непослушным волосам роскошную гладкость и эластичность, шелк и блеск. 
Кондиционер восстанавливает жизненно необходимую влагу после первого же использования, укрощает даже вьющиеся волосы. Успокаивает, увлажняет, защищает и делает волосы мягкими. Рекомендуется использовать в комплексе с шампунем для разглаживания волос и бальзамом для выравнивания волос. Идеально подходит для ежедневного использования. Протестирован дерматологами, не вызывает аллергических реакций.
Концентрированная формула, экономный расход.
","масло семян кукуйа, провитамин В5, креатин, липиды 18-MEA, другие компоненты, защищенные патентом. Не содержит сульфатов.",бутылка объемом 280 мл с крышкой-дозатором,"использовать после мытья волос шампунем. Нанести кондиционер на волосы, равномерно распределить его по всей длине волос, затем смыть водой.","SATINIQUE™ Увлажняющий шампунь для разглаживания волос 280 мл (110655), SATINIQUE™ Бальзам для выравнивания волос (110676)",,
,,,,* Восстанавливающая маска для волос,,SATINIQUE™,119593,"603,94",Маска восстанавлив.,240 мл,,,,,,,"Восстанавливающая маска для волос содержит запатентованный комплекс веществ растительного происхождения, способствующих интенсивному восстановлению, кондиционированию и глубокому увлажнения волос. Особенно хорошо себя зарекомендовала при использовании для уставших, повреждённых или окрашенных волос. Обеспечивает восстановленным волосам продолжительную мягкость и податливость при укладке. Предохраняет от повреждения волос в будущем – препятствует возникновению секущихся кончиков, укрепляет структуру волоса. 
Подходит для всех типов волос. Для более сильного эффекта рекомендуется использовать с шампунем и кондиционером для восстановления цвета волос. Пригодна для ежедневного использования. Протестирована дерматологами, не вызывает аллергических реакций.
Концентрированная формула, экономный расход.
","экстракт косточек винограда, масло семян кукуйа, другие компоненты, защищенные патентом. Не содержит сульфатов.",туба объемом 240 мл с крышкой-дозатором,"нанесите на влажные волосы и равномерно распределите по всей длине, оставьте на 3-5 минут и затем смойте водой.","SATINIQUE™ Шампунь для восстановления цвета волос 280 мл (110663), SATINIQUE™ Кондиционер для восстановления цвета волос 280 мл (110671), SATINIQUE™ Спрей для волос – двойная защита (110684)",,
,,,,* Бальзам для выравнивания волос,,SATINIQUE™,110676,"369,71",Бальзам д/выравнивания,100 мл,,,,,,,"Бальзам для выравнивания волос содержит запатентованный комплекс веществ растительного происхождения, которые превращают сухие или непослушные волосы в ровные и гладкие, податливые для создания изысканных причесок.
Бальзам обеспечивает защиту волос во время термической укладки, уменьшает потерю влаги. Помогает сохранить волосы ровными и гладкими в течении 24 часов, укрощает даже вьющиеся волосы. Рекомендуется использовать в комплексе с шампунем и кондиционером для разглаживания волос. Идеально подходит для ежедневного использования. Протестирован дерматологами, не вызывает аллергических реакций.
Концентрированная формула, экономный расход.
","масло семян кукуйа, фитантриол, креатин, липиды 18-MEA, другие компоненты, защищенные патентом. Не содержит сульфатов.",флакон объемом 100 мл с помпой-дозатором,"нажмите на помпу-насадку 2-3 раза, нанесите бальзам на влажные, подсушенные полотенцем волосы. Рекомендуется использовать после шампуня и кондиционера для разглаживания волос.","SATINIQUE™ Увлажняющий шампунь для разглаживания волос 280 мл (110655), SATINIQUE™ Увлажняющий кондиционер для разглаживания волос 280 мл (110664)",,
,,,,* Средство для восстановления волос ночью,,SATINIQUE™,110677,"426,33",Средство д/восстановл.,100 мл,,,,,,,"Средство для восстановления волос ночью содержит запатентованный комплекс веществ растительного происхождения, которые укрепляют ствол волоса, разглаживают кутикулу, склеивают до 100% секущихся кончиков, пока вы спите. Это средство – идеальное решение для очень сухих, поврежденных и непослушных волос. За счет склеивания посечённых кончиков, предотвращается дальнейшее повреждение волос. 

Средство имеет легкую, нежирную текстуру, быстро впитывается волосами и не оставляет следов на подушке. Волосы становятся мягкими и гладкими надолго, безопасно для окрашенных волос. Протестировано дерматологами, не вызывает аллергических реакций.
Концентрированная формула, экономный расход.
","экстракты граната и виноградных косточек, фитантриол, креатин, липиды 18-MEA, другие компоненты, защищенные патентом. Не содержит сульфатов.",флакон объемом 100 мл с помпой-дозатором,"нанесите небольшое количество средства на сухие или влажные волосы, особо внимание уделяя кончикам. Рекомендуется использовать не менее трех раз в неделю на ночь.","SATINIQUE™ Шампунь против выпадения волос (110659), SATINIQUE™ Кондиционер против выпадения волос (116823)",,
,,,,* Тонизирующее средство для ухода за кожей головы,,SATINIQUE™,110686,"927,07",Средство д/кожи головы,80 мл,,,,,,,"Тонизирующее средство для ухода за кожей головы содержит запатентованный комплекс веществ растительного происхождения, которые способствуют росту более густых и пышных волос, придают коже головы дополнительный заряд энергии, сокращают выпадение волос вследствие их ломкости. Средство многократно повышает уровень увлажненности кожи головы, и, как следствие, ее здоровье. 
Для достижения максимального эффекта рекомендуется при применении средства осуществлять массаж кожи головы. Подходит для всех типов волос, в особенности для тонких, ломких, склонных к выпадению. Протестировано дерматологами, не вызывает аллергических реакций.
Концентрированная формула, экономный расход.
","экстракт периллы, экстракт пальмы сереноа, экстракт красного чая, экстракт корня лакрицы, другие компоненты, защищенные патентом. Не содержит сульфатов.",флакон объемом 80 мл с крышечкой-дозатором,"нанесите небольшое количество средства непосредственно на влажную или сухую кожу головы, помассируйте, не смывайте, уложите волосы как обычно. Для достижения устойчивого результата рекомендуется использовать 2 раза в неделю.","SATINIQUE™ Шампунь против выпадения волос 280 мл (110659), SATINIQUE™ Кондиционер против выпадения волос 280 мл (116823)",,
,,,,* Масло для волос,,SATINIQUE™,120467,"545,40",Масло д/волос,100 мл,,,,,,,,,,,,,
,,,* для укладки,,,,,,,,,,,,,,,,,,,,
,,,,* Мусс для увеличения объема волос,,SATINIQUE™,119342,"225,02",Мусс д/объема,150 мл,,,,,,,"Мусс для увеличения объема волос содержит запатентованный комплекс веществ растительного происхождения и полимеров, которые обеспечивают длительный контроль над вашей прической. Легкая эксклюзивная формула, подымает волосы у корней. Не оставляет волосы липкими и жесткими, не осыпается. Подходит для всех типов волос, но в особенности для тонких. Пригоден для ежедневного использования. Протестировано дерматологами, не вызывает аллергических реакций.
Концентрированная формула, экономный расход.
","протеины сои, УФ-фильтр, полимеры, другие компоненты, защищенные патентом.",флакон объемом 150 мл с помпой-дозатором,"нанесите средство на волосы от корней до самых кончиков, уложите волосы на свой вкус","SATINIQUE™ Шампунь для увеличения объема волос 280 мл (110657), SATINIQUE™ Кондиционер для увеличения объема волос 280 мл (110667)",,
,,,,* Крем-стайлинг для волос,,SATINIQUE™,114954,"369,71",Крем-стайлинг,50 мл,,,,,,,"Крем-стайлинг для волос содержит запатентованный комплекс веществ растительного происхождения и полимеров, которые обеспечивают фиксацию (средней степени) вашей прически, придают волосам блеск и изысканность, выгодно подчеркивают отдельные кудри и пряди. Средство идеально подходит для того, чтобы придать волнистым волосам особую элегантность. Стойкая нелипкая формула, не склеивает волосы. Пригодно для ежедневного использования. Протестировано дерматологами, не вызывает аллергических реакций.
Концентрированная формула, экономный расход.
","масло семян кукуйа, кокосовое масло, витамин Е, полимеры, другие компоненты, защищенные патентом.",невысокая широкая баночка объемом 50 мл.,"чтобы подчеркнуть кудри – нанесите средство на влажные волосы, и высушите их при помощи обычной насадки для фена; чтобы уложить волосы локонами – нанесите средство на сухие волосы и уложите их по своему вкусу.",SATINIQUE™ Шампунь-кондиционер 2-в-1 280 мл (115304),,
,,,,* Воск для моделирования прически с матовым эффектом,,SATINIQUE™,110675,"369,71",Воск д/моделирования,50 мл,,,,,,,"Воск для моделирования прически с матовым эффектом поможет вам удержать под контролем непослушные локоны, разделить и подчеркнуть отдельные пряди, придать прическе особую элегантность и зафиксировать ее. Фиксация – средняя, не осыпается и не оставляет следов на одежде, не липнет и не течет. Придает волосам матовый блеск, волосы не будут выглядеть жирными. Пригодно для ежедневного использования. Протестировано дерматологами, не вызывает аллергических реакций.

Концентрированная формула, экономный расход.
","смесь восков и полимеров, другие компоненты, защищенные патентом",невысокая широкая баночка объемом 50 мл.,разотрите небольшое количество средства между ладонями и проведите ими по сухим волосам. Для достижения более выраженного эффекта наносите на волосы большее количество средства.,SATINIQUE™ Шампунь-кондиционер 2-в-1 280 мл (115304),,
,,,,* Лак для завершения формирования прически,,SATINIQUE™,116822,"231,15",Лак д/волос,250 мл,,,,,,,"Лак для завершения формирования прически обеспечивает максимальную фиксацию, при этом сохраняя ощущение легкости прически. Превосходно укрощает непослушные волосы, позволяя добавить неповторимый штрих к вашему образу. Обеспечивает надежную фиксацию прически в течении всего дня, устойчив при влажной погоде. Не образует на волосах хлопьев, не липнет, не утяжелят прическу, оставаясь совершенно незаметным. Подходит для всех типов волос. Пригодно для использования по несколько раз в день. Протестировано дерматологами, не вызывает аллергических реакций.
Концентрированная формула, экономный расход.
","смесь полимеров и легких кондиционирующих компонентов, другие компоненты, защищенные патентом.",флакон объемом 250 мл с распылителем,распылите спрей на сухие волосы на расстоянии 30 см после завершения процесса моделирования прически,SATINIQUE™ Шампунь-кондиционер 2-в-1 280 мл (115304),,
,,,,* Спрей для волос,,SATINIQUE™,110685,"397,80",Спрей д/волос,100 мл,,,,,,,"Спрей для волос содержит запатентованный комплекс веществ растительного происхождения, которые обеспечивают завершенность сформированной прически, придают волосам увлажненность и роскошный блеск. Отлично укрощает непослушные вьющиеся волосы, содержит смягчающие компоненты. Не содержит жирных компонентов, не утяжеляет волосы, легкий. Подходит для всех типов волос, и особенно для сухих и тусклых. Пригоден для ежедневного использования. Протестировано дерматологами, не вызывает аллергических реакций. 

Концентрированная формула, экономный расход.
","аргановое масло, витамин Е, другие компоненты, защищенные патентом.",флакон объемом 100 мл с распылителем,слегка распылите на сухие волосы с расстояния 20-30 см после завершения формирования прически,SATINIQUE™ Шампунь-кондиционер 2-в-1 280 мл (115304),,
,,,,* Спрей для волос – двойная защита,,SATINIQUE™,110684,"426,33",Спрей д/волос,100 мл,,,,,,,"Спрей для волос двойной защиты содержит запатентованный комплекс веществ растительного происхождения, которые одновременно защищают волосы от УФ-излучений и высоких температур, и обеспечивают их надежную фиксацию в прическе. Спрей содержит увлажняющие, смягчающие вещества и солнцезащитные фильтры, которые помогают вернуть к жизни сухие тусклые волосы и защитить их от повреждения факторами окружающей среды. Защищает волосы от воздействия высоких температур при термоукладке, уменьшает обесцвечивание. Подходит для всех типов волос, и особенно для окрашенных и склонных к обесцвечиванию. Пригоден для ежедневного использования. Протестировано дерматологами, не вызывает аллергических реакций. 

Концентрированная формула, экономный расход.
","экстракт граната, витамин Е, УФ-защита, другие компоненты, защищенные патентом. Не содержит сульфатов.",флакон объемом 100 мл с распылителем,"взболтайте средство, распылите на сухие или влажные воломы на расстоянии 20-30 см",SATINIQUE™ Шампунь-кондиционер 2-в-1 280 мл (115304),,
,,,,,,,,,,,,,,,,,,,,,,,
,,* товары для путешествий,,,,,,,,,,,,,,,,,,,,,
,,,* средства гигиены,,,,,,,,,,,,,,,,,,,,
,,,,* Набор для путешествий,,HYMM™,266261,"311,92",Набор д/путешествий,3х30 мл,,,,,,,"Набор любимых средств для мужчин в удобной для путешествий мини-упаковке. С этим набором вы будете подготовлены к любым неожиданностям – поездке по «горящей путевке» или командировке. Набор позволит всегда чувствовать себя ухоженным при любых жизненных обстоятельствах. Можно взять в ручную кладь на борт самолета.
В комплект входят: HYMM Гель для бритья, HYMM Бальзам после бритья, HYMM 2-в-1 Шампунь и гель для душа
",,"3 тубы объемом 30 мл каждый, упакованные в прозрачный мешочек","Гель для бритья – нанесите количество величиной с 10-ти копеечную монету на участок, который собираетесь побрить, побрейтесь, ополосните лицо теплой водой. Бальзам – нанесите на чистое сухое лицо после бритья, массируя втирайте в кожу. Гель для душа – налейте в ладонь или мочалку, разотрите под душем до образования густой пены, нанесите на тело, смойте водой.",HYMM Роликовый дезодорант (119007),,
,,,,"* Зубная паста, дорожная упаковка",,glister,1959,"62,06",Зубная паста,50 мл,75 гр.,,,,,,"Многофункциональная фтористая зубная паста содержит уникальные биохимические составляющие, которые благотворно влияют на зубную эмаль и способствуют регенерации дентина. Эффективно удаляет пятна от кофе, чая и табака, безопасно полирует эмаль и придает ей естественную белизну без повреждения эмали. Ваша улыбка будет сияющей, а дыхание станет приятно свежим. Не вызывает аллергических реакций.
Экономичный расход – одному человеку будет достаточно одного тюбика пасты на 10-12 месяцев использования. Обеспечивает надежную защиту в течении 36 часов. Не содержит абразивов.
Паста относится к категории полирующих зубных паст с коэффициентом стирания зубной эмали равным 0,00. Это означает, что паста очищает и отбеливает зубы не повреждая эмаль, обеспечивает лечебный эффект без частых походов к стоматологу, полирует зубы и цементирует микроповреждения эмали, предотвращает образование зубного камня и налета, укрепляет твердые ткани зуба и способствует образованию вторичного дентима. Применяя пасту регулярно, можно добиться отличных результатов пломбировки мелких дырочек.
","содержит специальный очищающий компонент REMINACT™, гидроокись кремния, обеспечивающий максимальный полировальный эффект, фторид, силикат алюминия пятивалентный, LS -928, глицирин, сода, двуокись титана, калия, минералы, микро- и макроэлементы, витамины, хелатный кальций и т.д. (полный состав держится в секрете)","туба с удобной крышкой, которую можно открывать одной рукой",нанести пасту размером с горошину на сухую зубную щетку и почистить зубы не менее 2 мин 2-3 раза в день. Использование пасты совместно с ополаскивателем повышает ее эффективность до нескольких десятков раз. Использование всей системы Glister повышает эффективность средств в 38 раз.,"glister Спрей-освежитель полости рта (9893), glister Концентрированная жидкость для полоскания полости рта (9949)","• заболевания типа пародонтоз, кариес, стоматит, гингивит (до 90% излечения).
• устойчивый темный налет на зубах от табака, чая, других красящих веществ;
• проблема с высокой чувствительностью зубов, неплотно прилегающими деснами к зубам
• устойчивый запах изо рта вследствие заболеваний ЖКТ
Из личного опыта – паста не дает мгновенный эффект, улучшения происходят постепенно, и уже через четыре месяца использования эффект будет значительный (этот период индивидуальный, зависит от особенностей организма). 
",
,,,,* Набор из 3 мини-упаковок жидких стиральных средств,,SA8™,121121,"518,92",Набор для стирки (мини),3х250 мл,,,,,,,"Набор из трех мини-упаковок идеально подходит для людей, которые проводят много времени в дороге, в командировке, на даче или хочет поехать в отпуск. Этот набор также подходит для людей, которые хотят ознакомиться с линейкой стиральных средств SA8™, не тратя при этом много средств. Все средства не содержат фосфатов и отбеливателя. Протестировано дерматологами, не вызывает аллергических реакций.
Все средства имеют концентрированную формулу, за счет чего их вам хватит значительно на дольше, чем обычные средства (250 мл хватает на 8 циклов стирки). Пригодны для использования в воде любой температуры. Свежий чистый аромат.
В набор входят: SA8 Black Концентрированное жидкое средство для стирки темной одежды, SA8 Delicate Концентрированное жидкое средство для стирки деликатных тканей, SA8 Жидкое концентрированное средство для стирки.
SA8™ Жидкое концентрированное средство для стирки сохраняет цвета, а белое делает просто белоснежным. Отлично удаляет пятна. 
SA8 Black Концентрированное жидкое средство для стирки темной одежды было создано специально для того, чтобы помочь темным тканям как можно дольше сохранять свой цвет и выглядеть новыми. Отлично удаляет пятна. Технология защиты цвета и ткани, предотвращает линьку.
SA8 Delicate Концентрированное жидкое средство для стирки деликатных тканей помогает защитить изделия из натурального шелка и шерсти.
",,"3 бутылки объемом 250 мл каждая, высота бутылки 14 см, ширина – 4,5 см",,,,
,,,* сумки и емкости,,,,,,,,,,,,,,,,,,,,
,,,,* Дорожная сумка,,ARTISTRY,117886,"3 622,16",Сумка дорожная,,,1 шт.,,,,,Удобная дорожная сумка на колесах. Внутри основного кармана находятся: отделение для ноутбука на липучке размером 260 x 290 мм и второе отделение на молнии. Внутри наружного кармана с молнией размером 270х270 мм есть два маленьких отделения для визиток и два отделения для ручек. Сбоку сумки расположен карман для зонта или бутылки с водой размером 90х350 мм,искусственная кожа,"340 мм (ширина) х 140 мм (глубина) x 440 мм (высота), вес 2,36 кг",,,,
,,,,* Спортивная сумка,,bodykey by NUTRILITE™,118823,"693,10",Сумка спортивная,,,1 шт.,,,,,"Практичная спортивная сумка их коллекции bodykey от NUTRILITE – прекрасное дополнение к вашему новому образу жизни, здоровому питанию и идеальному весу. С нею вам будет комфортно посещать тренажерный зал или фитнес-клуб. В нее вы сможете сложить кроме спортивных принадлежностей еще и свои любимые продукты от торговой марки bodykey от NUTRILITE

Функциональные отделения и карманы сумки помогут содержать вашу спортивную одежду, обувь и другие вещи в абсолютном порядке. Прочный и износостойкий материал, крепкие ручки, жизнерадостный цвет и универсальный дизайн делают сумку bodykey практичной и стильной деталью вашего образа.  
",100% полиэстер,42 x 26 x 25 см,,,,
,,,,* Фирменная сумка,,beautycycle,110701,"737,43",Сумка фирменная,,,1 шт.,,,,,"Симпатичная, небольшая, оригинального цвета женская сумочка от beautycycle с ремешком через плечо регулируемой длины и аккуратным бантиком на лицевой части станет незаменимой помощницей как моднице, так и деловой женщине. Она удобная, вместительная, вы сможете взять с собой все, что может понадобиться вам для поддержания личной красоты, и, при необходимости, материалы для презентаций и встреч с клиентами.",искусственные высокотехнологичные материалы,36 x 31 x 9 cм,,,,
,,,,* Большая фирменная сумка,,AMWAY HOME™ ,112784,"181,74",Сумка фирменная (больш.),,,1 шт.,,,,,"Нарядная прочная сумка бело-синего цвета с логотипом AMWAY HOME обязательно пригодится Вам для совершения покупок – она вместительная, с крепкими ручками, симпатичного дизайна. В нее легко поместится солидный запас средств по уходу за домом. ","полипропилен, из тканного полотна",45 x 17 x 37 см,,,,
,,,,* Набор для путешествий (пустой),,TRAVEL TRIO™,107211,"253,76",Набор флаконов (пустых),3х100 мл,,,,,,,"Набор для путешествий (пустые флаконы) идеальное решение для людей, много времени проводящих в пути. В небольшие, компактные флаконы объемом 100 мл вы можете поместить любые свои любимые средства индивидуального ухода. А чтобы не запутаться в них, в комплект входит 10 водоотталкивающих клейких этикеток, которые вы можете наклеить на каждый флакон.

В комплект входят: 3 пустых флакона объемом 100 мл с герметичной крышкой, 10 водоотталкивающих клейких этикеток

Что можно переложить во флаконы: G&H™ Гель для душа, PETER ISLAND™ Лосьон для загара, SATINIQUE™ Шампуни, BODY SERIES™ Лосьон для рук и тела, и многое другое
",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
3.,Дом,,,,,,синий,,,,,,,,,,,,,,,,
,,* товары для стирки,,,,,,,,,,,,,,,,,,,,,
,,,* порошки,,,,,,,,,,,,,,,,,,,,
,,,,* Концентрированный стиральный порошок,,SA8™ Premium,109849,"807,43",Порошок д/стирки 3 кг,,3 кг,,,,,,,,,,,,
,,,,* Концентрированный стиральный порошок,,SA8™ Premium,109848,"321,39",Порошок д/стирки 1 кг,,1 кг,,,,,,,,,,,,
,,,,* Концентрированный порошок для стирки цветных тканей,,SA8™ Color,109850,"675,09",Порошок д/цветного 3 кг,,3 кг,,,,,,,,,,,,
,,,,* Концентрированный порошок для стирки детского белья,,SA8™ Baby,109851,"746,49",Порошок д/детского 3 кг,,3 кг,,,,,,,,,,,,
,,,* жидкие средства для стирки,,,,,,,,,,,,,,,,,,,,
,,,,* Жидкое концентрированное средство для стирки,,SA8™,110478,"1 460,47",Средство д/стирки 4 л,4 л,,,,,,,,,,,,,
,,,,* Жидкое концентрированное средство для стирки,,SA8™,110477,"638,22","Средство д/стирки 1,5 л","1,5 л",,,,,,,,,,,,,
,,,,* Концентрированное жидкое средство для стирки темной одежды,,AMWAY HOME™ SA8™,250508,"495,33",Средство д/темного 1 л,1 л,,,,,,,,,,,,,
